invoice_no,buyer_gstin,period,auto_tax,auto_value
INV-6805,22WMJHO1688E1ZR,2025-01,71312.04,396178
INV-6806,32ZQMEU1749R1ZU,2025-01,123073.92,683744
INV-6807,06BKSMK4513C1ZO,2025-01,44576.64,247648
INV-6808,17FSITY6172S1ZY,2025-01,72751.5,404175
INV-6809,02MNDKU5916Z1ZX,2025-01,67286.34,373813
INV-6810,14OZMJY4556X1ZV,2025-01,103257.9,573655
INV-6811,32DTGZE8076K1ZO,2025-01,152246.88,845816
INV-6812,27UIMTG6871N1ZL,2025-01,89860.86,499227
INV-6813,32BIQJN6421R1ZP,2025-01,151796.16,843312
INV-6814,07MIHIH6961Q1ZY,2025-01,135622.8,753460
INV-6815,07DFPTR1747Y1ZS,2025-01,121667.24,772477
INV-6816,22YTNUD8896E1ZG,2025-01,121121.64,672898
INV-6817,07FVWTL8060W1ZK,2025-01,50788.49,307203
INV-6818,20LOFKQ4710W1ZQ,2025-01,120163.32,667574
INV-6819,29VHNEJ0205Z1ZP,2025-01,168030.04,987158
INV-6820,10PXUWW9393D1ZK,2025-01,13811.94,76733
INV-6821,02MHXCV7337Q1ZP,2025-01,4277.7,23765
INV-6822,02CNJLE3395B1ZE,2025-01,16318.62,90659
INV-6823,01OMLEB9484C1ZS,2025-01,78144.66,434137
INV-6824,35UXMHM3677O1ZE,2025-01,123639.66,686887
INV-6825,04PTYFF6110A1ZN,2025-01,44819.64,248998
INV-6826,15FDDTP4545V1ZG,2025-01,109176.93,710077
INV-6827,37DZXIO2158E1ZJ,2025-01,169660.8,942560
INV-6828,36OGHIS7867O1ZZ,2025-01,49957.02,277539
INV-6829,34HMTAR3399I1ZZ,2025-01,93690.36,520502
INV-6830,31UECLL4769D1ZB,2025-01,140704.74,781693
INV-6831,22BUBDU6468E1ZX,2025-01,137500.2,763890
INV-6832,29HBFUP1144R1ZL,2025-01,56274.3,312635
INV-6833,11MNMIA9592L1ZB,2025-01,39790.62,221059
INV-6834,17BTNTM7515T1ZB,2025-01,81969.3,455385
INV-6835,30VRLYP0969K1ZX,2025-01,177864.48,988136
INV-6836,30TJATI8878C1ZJ,2025-01,123692.4,687180
INV-6837,21WXLUP8739S1ZT,2025-01,156413.16,868962
INV-6838,20SDOVY1377U1ZN,2025-01,169912.26,943957
INV-6839,09GQGPS2908J1ZG,2025-01,87191.28,484396
INV-6840,35VOSZO7794O1ZS,2025-01,142650.72,792504
INV-6841,29VCWVD9094X1ZM,2025-01,83999.16,466662
INV-6842,05QMSQD0091H1ZR,2025-01,60961.14,338673
INV-6843,11MNMIA9592L1ZB,2025-01,54248.94,301383
INV-6844,28PDYEO0579V1ZP,2025-01,175768.56,976492
INV-6845,06BPXFP1906M1ZV,2025-01,144864.77,900272
INV-6846,09IMTOG3467P1ZR,2025-01,133722,742900
INV-6847,24JKLOZ6878R1ZN,2025-01,112853.52,626964
INV-6848,27GCAOZ3676Y1ZA,2025-01,171602.1,953345
INV-6849,25EBYZI9874U1ZF,2025-01,81709.56,453942
INV-6850,13ZETAS9984W1ZS,2025-01,81256.5,451425
INV-6851,07RBVMQ4335Z1ZI,2025-01,141539.94,786333
INV-6852,15RQMYJ3165J1ZD,2025-01,164920.5,916225
INV-6853,35UXMHM3677O1ZE,2025-01,63594.18,353301
INV-6854,32ZQMEU1749R1ZU,2025-01,53907.84,299488
INV-6855,06NNJXC8925F1ZK,2025-01,57246.3,318035
INV-6856,02CNJLE3395B1ZE,2025-01,41679.36,231552
INV-6857,20DAYTY9195Q1ZK,2025-01,67947.3,377485
INV-6858,32ZQMEU1749R1ZU,2025-01,151958.64,902827
INV-6859,33ZRCZU9981E1ZH,2025-01,83767.68,465376
INV-6860,28SKVPD3953S1ZY,2025-01,154494.36,858302
INV-6861,35IAWGP9053Z1ZK,2025-01,22570.02,125389
INV-6862,33KBBSU5181T1ZK,2025-01,94211.82,523399
INV-6863,26JURYD6700Y1ZU,2025-01,14348.34,79713
INV-6864,18HGTPX7631Z1ZW,2025-01,143440.38,796891
INV-6865,32MGIWO9049M1ZO,2025-01,123132.96,684072
INV-6866,34UMONK6196O1ZK,2025-01,104603.38,674488
INV-6867,31UJPTT6014H1ZC,2025-01,144855,804750
INV-6868,31NYLVV9060W1ZO,2025-01,93523.14,519573
INV-6869,14QDKRW0175M1ZL,2025-01,162384.48,902136
INV-6870,07VHJHS1002E1ZU,2025-01,55056.65,323136
INV-6871,31UECLL4769D1ZB,2025-01,42631.2,236840
INV-6872,36FQOFP8086K1ZI,2025-01,35566.2,197590
INV-6873,34MOXDD4553Y1ZO,2025-01,118877.2,774000
INV-6874,24VAZPV6967H1ZI,2025-01,149358.78,829771
INV-6875,03LRWGB4577E1ZQ,2025-01,176455.62,980309
INV-6876,37AGPDL6303U1ZL,2025-01,105481.8,586010
INV-6877,05QMSQD0091H1ZR,2025-01,35881.02,199339
INV-6878,11PGISE1309T1ZV,2025-01,44964.36,249802
INV-6879,15TAOPS2125H1ZP,2025-01,90287.1,501595
INV-6880,10EQXIY0809Y1ZS,2025-01,14276.7,79315
INV-6881,33ZRCZU9981E1ZH,2025-01,53891.82,299399
INV-6882,35VOKPW7730N1ZC,2025-01,133119.54,739553
INV-6883,06CBYYW8061O1ZP,2025-01,92812.5,515625
INV-6884,15BPBLF6134G1ZU,2025-01,39166.02,217589
INV-6885,07VHJHS1002E1ZU,2025-01,23402.88,130016
INV-6886,18HGTPX7631Z1ZW,2025-01,103124.61,626940
INV-6887,07TFIVZ2570F1ZP,2025-01,89859.6,499220
INV-6888,07LVITY3702O1ZP,2025-01,42126.12,234034
INV-6889,16ATMZP3442V1ZP,2025-01,131693.94,731633
INV-6890,04WDERP3542R1ZA,2025-01,111868.2,621490
INV-6891,31HACDG3400R1ZG,2025-01,85000.5,472225
INV-6892,16SJUSB4414M1ZL,2025-01,82002.06,455567
INV-6893,35GZUXF6547Y1ZM,2025-01,11570.76,64282
INV-6894,05OAYVM5936M1ZB,2025-01,72385.56,402142
INV-6895,05LXOSJ3168Y1ZD,2025-01,20656.44,114758
INV-6896,19MDBQP6411V1ZM,2025-01,47703.96,265022
INV-6897,06NJYOU5080M1ZL,2025-01,111704.76,620582
INV-6898,07VHJHS1002E1ZU,2025-01,178901.64,993898
INV-6899,09WUQEZ4901E1ZJ,2025-01,83551.32,464174
INV-6900,29VCWVD9094X1ZM,2025-01,34043.04,189128
INV-6901,12QUDKQ3015Y1ZU,2025-01,152830.26,849057
INV-6902,05HBKZG8109G1ZT,2025-01,105326.46,585147
INV-6903,26DPSBX3279L1ZA,2025-01,20168.1,112045
INV-6904,20AZFIU9895S1ZS,2025-01,78314.58,435081
INV-6905,25LRRCQ7701W1ZZ,2025-01,81684.72,453804
INV-6906,20GRSUB9445W1ZN,2025-01,145431.18,807951
INV-6907,08KOGSA9577V1ZG,2025-01,78532.92,436294
INV-6908,10SUDGZ7784G1ZA,2025-01,146090.93,888552
INV-6909,35WRYZK4650V1ZL,2025-01,82547.1,458595
INV-6910,29XDLYF4300Q1ZL,2025-01,47927.16,266262
INV-6911,28WVVSN3687O1ZW,2025-01,42157.4,286066
INV-6912,22YTNUD8896E1ZG,2025-01,38826.9,215705
INV-6913,33CEPRG1825T1ZC,2025-01,11764.44,65358
INV-6914,08KOGSA9577V1ZG,2025-01,36721.08,204006
INV-6915,16ATMZP3442V1ZP,2025-01,65074.5,361525
INV-6916,28WVVSN3687O1ZW,2025-01,65054.88,361416
INV-6917,32VROXP3750B1ZY,2025-01,63413.64,352298
INV-6918,37IPRIH1623B1ZR,2025-01,141640.2,786890
INV-6919,32BIQJN6421R1ZP,2025-01,150579.18,836551
INV-6920,29HBFUP1144R1ZL,2025-01,78969.24,438718
INV-6921,33OLPXT6026S1ZS,2025-01,55386.77,340340
INV-6922,24CAIJH1145N1ZD,2025-01,141193.8,784410
INV-6923,05QMSQD0091H1ZR,2025-01,5403.6,30020
INV-6924,34ZKYZD2028N1ZW,2025-01,81905.58,455031
INV-6925,30CKEYC1111G1ZQ,2025-01,141505.74,786143
INV-6926,10GQLRX4250L1ZS,2025-01,27409.32,152274
INV-6927,07BFGYW8318W1ZJ,2025-01,7746.66,43037
INV-6928,28SKVPD3953S1ZY,2025-01,112612.5,625625
INV-6929,12OOTTO6741Z1ZF,2025-01,35037.9,194655
INV-6930,13THBXY4145Q1ZA,2025-01,28193.4,156630
INV-6931,37YCGOK5673O1ZJ,2025-01,126985.14,705473
INV-6932,23FGCUW4619F1ZZ,2025-01,162295.56,901642
INV-6933,20NKKQO9338S1ZN,2025-01,34398.51,227825
INV-6934,01NKASN2564F1ZD,2025-01,41261.58,229231
INV-6935,19AHHWB2275Z1ZG,2025-01,38122.38,211791
INV-6936,26NKIII1515Y1ZL,2025-01,70430.4,391280
INV-6937,09GQGPS2908J1ZG,2025-01,19487.59,132414
INV-6938,05KLOVQ6103K1ZR,2025-01,140137.2,778540
INV-6939,28CCFTO6234V1ZS,2025-01,158910.84,882838
INV-6940,23DZKDZ8794X1ZR,2025-01,64699.92,359444
INV-6941,05YRTKV2705L1ZB,2025-01,36844.02,204689
INV-6942,13ZDZMG6295Y1ZJ,2025-01,147607.2,820040
INV-6943,04JLHRP1012C1ZP,2025-01,69630.69,458996
INV-6944,19WAOCZ2954E1ZQ,2025-01,111960.18,622001
INV-6945,11TLQMI7586L1ZH,2025-01,38289.06,212717
INV-6946,34DIBWW3817X1ZJ,2025-01,10113.38,67156
INV-6947,16HZLJV4972Z1ZX,2025-01,48517.2,269540
INV-6948,07YOCHN3434T1ZP,2025-01,121964.94,677583
INV-6949,02DGGTT2309P1ZR,2025-01,172596.06,958867
INV-6950,05AXRYV4637N1ZL,2025-01,109921.5,610675
INV-6951,21QSPKX7975O1ZN,2025-01,69846.3,388035
INV-6952,07MIHIH6961Q1ZY,2025-01,158528.34,880713
INV-6953,30GDERV6083C1ZW,2025-01,159370.56,885392
INV-6954,35FOTOQ9663V1ZQ,2025-01,35313.84,196188
INV-6955,06PNQKP0612K1ZZ,2025-01,71809.92,398944
INV-6956,05JLNVM5884L1ZZ,2025-01,14320.44,79558
INV-6957,10LHQLF8276N1ZW,2025-01,171145.62,950809
INV-6958,15KVKSI3296P1ZC,2025-01,71584.56,397692
INV-6959,16NUPSH6521C1ZF,2025-01,90342.17,545714
INV-6960,22EHZFQ9082I1ZB,2025-01,80422.2,446790
INV-6961,33OLPXT6026S1ZS,2025-01,52119.18,289551
INV-6962,24GJXEK3626W1ZD,2025-01,43167.96,239822
INV-6963,30CKEYC1111G1ZQ,2025-01,111574.08,619856
INV-6964,28CTVOP5313V1ZY,2025-01,56260.62,312559
INV-6965,25YWFYY6699G1ZI,2025-01,52910.82,293949
INV-6966,09YATAM4864G1ZS,2025-01,61779.06,343217
INV-6967,29SLBBS0318X1ZH,2025-01,41130,228500
INV-6968,37DZXIO2158E1ZJ,2025-01,131919.84,732888
INV-6969,30GDERV6083C1ZW,2025-01,25823.52,143464
INV-6970,10LHQLF8276N1ZW,2025-01,110627.1,614595
INV-6971,02MHXCV7337Q1ZP,2025-01,142968.42,794269
INV-6972,32BIQJN6421R1ZP,2025-01,40029.48,222386
INV-6973,14RVYGQ8899X1ZU,2025-01,113609.88,631166
INV-6974,15QXVBE3752D1ZO,2025-01,65737.8,365210
INV-6975,28CTVOP5313V1ZY,2025-01,122775.84,682088
INV-6976,26BMEVV8172Y1ZO,2025-01,133513.2,741740
INV-6977,11VUDGQ8518D1ZJ,2025-01,123022.87,791133
INV-6978,27XRXKV8255D1ZQ,2025-01,44192.7,245515
INV-6979,03TEJUW3138X1ZO,2025-01,179254.08,995856
INV-6980,29VCWVD9094X1ZM,2025-01,105331.32,585174
INV-6981,14OOHYU5138R1ZO,2025-01,82802.34,460013
INV-6982,37DEXNK9687J1ZC,2025-01,6732.54,37403
INV-6983,19AHHWB2275Z1ZG,2025-01,76032.18,422401
INV-6984,13ZDZMG6295Y1ZJ,2025-01,108535.68,602976
INV-6985,30QHQEA0511I1ZE,2025-01,42609.61,257845
INV-6986,13SRNZT4189O1ZD,2025-01,169672.14,942623
INV-6987,34EHGJA6310L1ZY,2025-01,16364.16,90912
INV-6988,16HZLJV4972Z1ZX,2025-01,151482.86,912241
INV-6989,27UIMTG6871N1ZL,2025-01,80496.94,534385
INV-6990,05ODRBF5048J1ZY,2025-01,171091.08,950506
INV-6991,11VUDGQ8518D1ZJ,2025-01,132908.4,738380
INV-6992,07GELKH2948R1ZD,2025-01,48012.48,266736
INV-6993,22CLTQE0316D1ZU,2025-01,41099.94,228333
INV-6994,25WOJRT9700I1ZG,2025-01,12922.74,71793
INV-6995,06HRMLH7142V1ZS,2025-01,148079.16,822662
INV-6996,01OMLEB9484C1ZS,2025-01,53491.14,297173
INV-6997,16PUSXA7955G1ZZ,2025-01,155535.12,864084
INV-6998,36DBOKO0277G1ZN,2025-01,158925.45,957740
INV-6999,03CMKLT6824N1ZG,2025-01,28212.3,156735
INV-7000,15FDDTP4545V1ZG,2025-01,110108.7,611715
INV-7001,17RSRVQ9634S1ZL,2025-01,24918.3,138435
INV-7002,34WICDY1497H1ZV,2025-01,38880.36,216002
INV-7003,13ZDZMG6295Y1ZJ,2025-01,134239.84,831032
INV-7004,11JXKUR0633R1ZV,2025-01,62823.6,349020
INV-7005,30WTALU8473O1ZW,2025-01,29007.36,161152
INV-7006,30QQONQ3358O1ZJ,2025-01,32838.3,182435
INV-7007,10ROEBN7181A1ZY,2025-01,57769.56,320942
INV-7008,29HBFUP1144R1ZL,2025-01,40514.04,225078
INV-7009,07WISHY8543K1ZD,2025-01,88623.72,492354
INV-7010,27XRXKV8255D1ZQ,2025-01,112230,623500
INV-7011,13IPZDV7275I1ZY,2025-01,58531.5,325175
INV-7012,36LJHUT2399Y1ZG,2025-01,156694.14,870523
INV-7013,05GISRT5596K1ZQ,2025-01,129534.91,897599
INV-7014,22RNPYX5984U1ZN,2025-01,22530.96,125172
INV-7015,29VCWVD9094X1ZM,2025-01,134395.38,746641
INV-7016,32BIQJN6421R1ZP,2025-01,108847.26,604707
INV-7017,08JRPOQ5923Q1ZP,2025-01,79184.52,439914
INV-7018,31UECLL4769D1ZB,2025-01,79504.56,441692
INV-7019,05TPSBY1730Y1ZO,2025-01,44115.48,245086
INV-7020,37ADLJL0133I1ZH,2025-01,115061.58,639231
INV-7021,03TENLH9489P1ZL,2025-01,67899.08,418556
INV-7022,32KVMCA7225F1ZY,2025-01,150014.16,833412
INV-7023,33GASVP6844K1ZR,2025-01,77552.64,430848
INV-7024,17BQZRF3950I1ZH,2025-01,53158.68,295326
INV-7025,22OGRCY5454R1ZD,2025-01,144178.74,800993
INV-7026,06BKSMK4513C1ZO,2025-01,45517.5,252875
INV-7027,24SBDHK5873D1ZU,2025-01,42463.62,235909
INV-7028,34BBHYY0751Q1ZV,2025-01,80933.04,449628
INV-7029,32COLPC4200X1ZI,2025-01,40514.76,225082
INV-7030,11PGISE1309T1ZV,2025-01,151769.16,843162
INV-7031,23FGCUW4619F1ZZ,2025-01,157612.5,875625
INV-7032,05HBKZG8109G1ZT,2025-01,132288.84,734938
INV-7033,18IKFFB5950X1ZW,2025-01,13516.38,75091
INV-7034,16SJUSB4414M1ZL,2025-01,94968.36,527602
INV-7035,07BFGYW8318W1ZJ,2025-01,15750.54,87503
INV-7036,32BXFNY1950C1ZG,2025-01,19002.24,105568
INV-7037,21VUFAI2298K1ZG,2025-01,55200.42,306669
INV-7038,03NLVBZ5375Q1ZY,2025-01,113218.2,628990
INV-7039,30SLTZH8544X1ZS,2025-01,147445.74,819143
INV-7040,30CKEYC1111G1ZQ,2025-01,60603.12,336684
INV-7041,14RVYGQ8899X1ZU,2025-01,32291.46,179397
INV-7042,25KURZB7288O1ZH,2025-01,107840.16,599112
INV-7043,18JKQUG9503W1ZL,2025-01,176544.36,980802
INV-7044,27GSPZJ3581V1ZG,2025-01,104531.4,580730
INV-7045,31GSLZY0374P1ZD,2025-01,15456.24,85868
INV-7046,36HRYDD1526W1ZK,2025-01,48315.42,268419
INV-7047,17ISQWW8337Y1ZP,2025-01,161407.62,896709
INV-7048,30HKWUQ7160F1ZD,2025-01,170785.62,948809
INV-7049,12FVFEU8899O1ZU,2025-01,51087.06,283817
INV-7050,03TEJUW3138X1ZO,2025-01,62056.62,344759
INV-7051,10PXUWW9393D1ZK,2025-01,13385.7,74365
INV-7052,29EOOWD7907H1ZC,2025-01,128503.44,713908
INV-7053,07LGOAT9126C1ZA,2025-01,179070.12,994834
INV-7054,05ITQUT3058F1ZY,2025-01,175591.44,975508
INV-7055,06HRQCY2381B1ZH,2025-01,16868.7,93715
INV-7056,04WDZIZ8918F1ZY,2025-01,20463.3,113685
INV-7057,17IWSHA9074Y1ZH,2025-01,151042.5,839125
INV-7058,06NJYOU5080M1ZL,2025-01,167310.18,929501
INV-7059,15PGACU1846F1ZM,2025-01,20251.62,112509
INV-7060,16ENVGK3459H1ZJ,2025-01,176618.7,981215
INV-7061,05YRTKV2705L1ZB,2025-01,172841.76,960232
INV-7062,28SKVPD3953S1ZY,2025-01,2613.06,14517
INV-7063,27XRXKV8255D1ZQ,2025-01,100089,556050
INV-7064,09GBSOO4553O1ZI,2025-01,18459.36,102552
INV-7065,17ISQWW8337Y1ZP,2025-01,26812.26,148957
INV-7066,35YMKTA1088Q1ZU,2025-01,121086,672700
INV-7067,19IKFUW3521P1ZZ,2025-01,173299.68,962776
INV-7068,34HMTAR3399I1ZZ,2025-01,15971.4,88730
INV-7069,30VRLYP0969K1ZX,2025-01,84118.5,467325
INV-7070,32WBMGZ0264H1ZC,2025-01,71352.36,396402
INV-7071,10UXOZO1226O1ZL,2025-01,164154.6,911970
INV-7072,22BYMJX2969P1ZX,2025-01,15341.76,85232
INV-7073,25MDWAY4696B1ZD,2025-01,16841.16,93562
INV-7074,19PUOEW4276M1ZH,2025-01,96042.78,533571
INV-7075,30VRLYP0969K1ZX,2025-01,22788,126600
INV-7076,17ISQWW8337Y1ZP,2025-01,149483.88,830466
INV-7077,20BKPAH2123A1ZP,2025-01,48892.14,271623
INV-7078,21WZGJW4349M1ZM,2025-01,67548.96,375272
INV-7079,12TIYUW8271B1ZP,2025-01,16169.94,89833
INV-7080,20LOFKQ4710W1ZQ,2025-01,56956.97,361813
INV-7081,35IAWGP9053Z1ZK,2025-01,79366.86,440927
INV-7082,32DTGZE8076K1ZO,2025-01,114424.54,704041
INV-7083,19GIXCD3124K1ZR,2025-01,78528.06,436267
INV-7084,05VCMUF8489V1ZM,2025-01,66802.14,371123
INV-7085,25EGGDE2273H1ZX,2025-01,34924.5,194025
INV-7086,35VOKPW7730N1ZC,2025-01,60666.84,337038
INV-7087,05QMSQD0091H1ZR,2025-01,121274.1,673745
INV-7088,32JEYXK2717S1ZQ,2025-01,137820.6,765670
INV-7089,11FATAH4797C1ZF,2025-01,89857.26,499207
INV-7090,18UJKPN7002R1ZS,2025-01,134823.96,749022
INV-7091,25RPIWK6623K1ZJ,2025-01,101024.64,561248
INV-7092,24DUGXU0820W1ZS,2025-01,115897.14,643873
INV-7093,35OJJPX0292M1ZL,2025-01,114646.86,636927
INV-7094,01ZYWEM2403M1ZI,2025-01,71492.4,397180
INV-7095,26NZCQC9327O1ZU,2025-01,134063.28,744796
INV-7096,07YOCHN3434T1ZP,2025-01,67457.88,374766
INV-7097,34ZKYZD2028N1ZW,2025-01,41097.78,228321
INV-7098,01MNMTK9720T1ZX,2025-01,97090.2,539390
INV-7099,29LGJZJ9602D1ZO,2025-01,162559.98,903111
INV-7100,16NUPSH6521C1ZF,2025-01,119697.83,769599
INV-7101,36SJPHN4716Y1ZR,2025-01,75356.46,418647
INV-7102,22OGRCY5454R1ZD,2025-01,100265.06,695150
INV-7103,28VMIHO1878Y1ZB,2025-01,6686.46,37147
INV-7104,16ATMZP3442V1ZP,2025-01,3308.94,18383
INV-7105,34BBHYY0751Q1ZV,2025-01,9884.52,54914
INV-7106,20DAYTY9195Q1ZK,2025-01,125221.14,695673
INV-7107,30WTALU8473O1ZW,2025-01,43792.02,243289
INV-7108,09GQGPS2908J1ZG,2025-01,97916.58,543981
INV-7109,28XIZTD8670E1ZB,2025-01,81257.04,451428
INV-7110,36HRYDD1526W1ZK,2025-01,150426.72,835704
INV-7111,26MXGQK3310O1ZO,2025-01,148647.96,825822
INV-7112,22CJJIG0419C1ZR,2025-01,2447.46,13597
INV-7113,04VZDVJ6652C1ZA,2025-01,79029.72,439054
INV-7114,06HRQCY2381B1ZH,2025-01,128695.32,714974
INV-7115,32DQYRG7955Y1ZP,2025-01,145187.82,806599
INV-7116,19IKFUW3521P1ZZ,2025-01,103022.82,572349
INV-7117,26RRSRZ2430W1ZS,2025-01,78740.1,437445
INV-7118,30HKWUQ7160F1ZD,2025-01,137717.1,765095
INV-7119,32KVMCA7225F1ZY,2025-01,166041.18,922451
INV-7120,35DJTGJ6364T1ZR,2025-01,45091.8,250510
INV-7121,02BIZUF8558H1ZK,2025-01,35958.96,199772
INV-7122,36SJPHN4716Y1ZR,2025-01,55385.82,307699
INV-7123,14SMXLB1455V1ZZ,2025-01,90706.14,503923
INV-7124,36SJPHN4716Y1ZR,2025-01,93698.52,561560
INV-7125,16WFFGQ1196V1ZP,2025-01,93358.6,629766
INV-7126,36RMEFB7030P1ZQ,2025-01,2043.18,11351
INV-7127,07BFGYW8318W1ZJ,2025-01,138882.6,771570
INV-7128,07YOCHN3434T1ZP,2025-01,116053.92,644744
INV-7129,07CJHJV8660S1ZA,2025-01,169764.12,943134
INV-7130,33GASVP6844K1ZR,2025-01,178466.4,991480
INV-7131,22RNPYX5984U1ZN,2025-01,6407.02,41144
INV-7132,24CAIJH1145N1ZD,2025-01,148976.28,827646
INV-7133,29LGJZJ9602D1ZO,2025-01,32892.12,182734
INV-7134,17FCAJZ6575Y1ZF,2025-01,26572.86,147627
INV-7135,02GUREW9408C1ZK,2025-01,84220.56,467892
INV-7136,30QHQEA0511I1ZE,2025-01,133959.96,744222
INV-7137,14SSTGC0329T1ZV,2025-01,94166.28,523146
INV-7138,18FZLKA1555K1ZD,2025-01,145088.64,806048
INV-7139,11MNMIA9592L1ZB,2025-01,6468.91,40629
INV-7140,14RIHYQ4576D1ZV,2025-01,5045.04,28028
INV-7141,03CMKLT6824N1ZG,2025-01,58442.22,324679
INV-7142,03LRWGB4577E1ZQ,2025-01,173563.02,964239
INV-7143,32ZQMEU1749R1ZU,2025-01,16371.18,90951
INV-7144,32OMAAG9846J1ZN,2025-01,145066.68,805926
INV-7145,22OGRCY5454R1ZD,2025-01,98160.84,545338
INV-7146,09GBSOO4553O1ZI,2025-01,51370.92,285394
INV-7147,05GFPYJ6220G1ZK,2025-01,79183.08,439906
INV-7148,19GBHOT1335A1ZF,2025-01,168608.88,936716
INV-7149,02MNDKU5916Z1ZX,2025-01,8672.58,48181
INV-7150,06DMIIU9473Y1ZE,2025-01,98047.8,544710
INV-7151,16KCEGV4546B1ZG,2025-01,116979.48,649886
INV-7152,30PBRRE0104L1ZQ,2025-01,43703.46,242797
INV-7153,16GQPXB3303O1ZV,2025-01,107353.98,596411
INV-7154,05GMCIH9139D1ZK,2025-01,6506.64,36148
INV-7155,11WUFFF2658Y1ZV,2025-01,107177.58,595431
INV-7156,33GASVP6844K1ZR,2025-01,127811.7,710065
INV-7157,05LXLCR8330R1ZJ,2025-01,157307.22,873929
INV-7158,30TJATI8878C1ZJ,2025-01,172594.26,958857
INV-7159,27XRXKV8255D1ZQ,2025-01,175012.38,972291
INV-7160,11XORDW1743Y1ZO,2025-01,77768.82,432049
INV-7161,04WDERP3542R1ZA,2025-01,61997.22,344429
INV-7162,36CPIKH3099H1ZS,2025-01,66818.52,371214
INV-7163,05DFRAS8941C1ZH,2025-01,113603.4,631130
INV-7164,37DZXIO2158E1ZJ,2025-01,146784.42,815469
INV-7165,20NKKQO9338S1ZN,2025-01,54319.14,301773
INV-7166,03CMKLT6824N1ZG,2025-01,140823,782350
INV-7167,32IOIHA5082Z1ZP,2025-01,115563.78,642021
INV-7168,16NUPSH6521C1ZF,2025-01,11017.98,61211
INV-7169,33ZRCZU9981E1ZH,2025-01,170510.94,947283
INV-7170,31JIXWO2175M1ZH,2025-01,152984.16,849912
INV-7171,04WDERP3542R1ZA,2025-01,73005.84,405588
INV-7172,12TIYUW8271B1ZP,2025-01,75128.22,417379
INV-7173,12FVVGL9728Q1ZM,2025-01,47210.22,262279
INV-7174,31CMVHJ5547D1ZK,2025-01,53396.46,296647
INV-7175,07EJJFF1911E1ZP,2025-01,9959.58,55331
INV-7176,07LVITY3702O1ZP,2025-01,28960.38,160891
INV-7177,07VHJHS1002E1ZU,2025-01,176660.28,981446
INV-7178,34BBHYY0751Q1ZV,2025-01,107522.64,597348
INV-7179,28QGWLJ2674Z1ZR,2025-01,171465.12,952584
INV-7180,05QMSQD0091H1ZR,2025-01,69316.2,385090
INV-7181,37YCMBT7145I1ZQ,2025-01,98442,546900
INV-7182,04WDZIZ8918F1ZY,2025-01,138240,768000
INV-7183,14JCJWE2293F1ZP,2025-01,32136.48,178536
INV-7184,30CKEYC1111G1ZQ,2025-01,76876.38,427091
INV-7185,32ZQMEU1749R1ZU,2025-01,88590.24,492168
INV-7186,36ROMWN3496L1ZY,2025-01,35839.8,199110
INV-7187,37AGPDL6303U1ZL,2025-01,154982.7,861015
INV-7188,09TZQKZ3893V1ZV,2025-01,129260.88,718116
INV-7189,22YTNUD8896E1ZG,2025-01,28382.22,157679
INV-7190,32RJUGC4491J1ZK,2025-01,58702.68,326126
INV-7191,01PNWWB9905L1ZD,2025-01,7822.62,43459
INV-7192,26DPSBX3279L1ZA,2025-01,135701.82,753899
INV-7193,01ROKEJ7672R1ZE,2025-01,137723.04,765128
INV-7194,33KBBSU5181T1ZK,2025-01,179652.42,998069
INV-7195,07WISHY8543K1ZD,2025-01,52946.06,353543
INV-7196,20EGVKX3719X1ZC,2025-01,88345.62,490809
INV-7197,14SSTGC0329T1ZV,2025-01,112207.32,623374
INV-7198,26NKIII1515Y1ZL,2025-01,159230.34,884613
INV-7199,22BUBDU6468E1ZX,2025-01,73300.5,407225
INV-7200,17VTPBI0990P1ZB,2025-01,32856.3,182535
INV-7201,05LXOSJ3168Y1ZD,2025-01,46940.22,260779
INV-7202,05ROKNM5636D1ZD,2025-01,29054.34,161413
INV-7203,02MHXCV7337Q1ZP,2025-01,129325.86,718477
INV-7204,33ZRCZU9981E1ZH,2025-01,32412.51,200089
INV-7205,30SLTZH8544X1ZS,2025-01,62605.26,347807
INV-7206,20LOFKQ4710W1ZQ,2025-01,154763.46,859797
INV-7207,30PBRRE0104L1ZQ,2025-01,44523.9,247355
INV-7208,37YCMBT7145I1ZQ,2025-01,173867.76,965932
INV-7209,16SJUSB4414M1ZL,2025-01,75845.88,421366
INV-7210,24CPVAN3439D1ZG,2025-01,116593.71,733683
INV-7211,17FSITY6172S1ZY,2025-01,85341.96,474122
INV-7212,23ICNHB0945Q1ZK,2025-01,47117.75,319844
INV-7213,35DJTGJ6364T1ZR,2025-01,126803.53,879500
INV-7214,32ZQMEU1749R1ZU,2025-01,18223.02,101239
INV-7215,32BXFNY1950C1ZG,2025-01,176880.6,982670
INV-7216,09NPWWL5474U1ZE,2025-01,69593.4,386630
INV-7217,33KIOSS1900E1ZP,2025-01,35036.28,194646
INV-7218,22BYMJX2969P1ZX,2025-01,41420.16,230112
INV-7219,15CWMZP8277H1ZH,2025-01,2734.92,15194
INV-7220,21UHJDN5710M1ZT,2025-01,156457.8,869210
INV-7221,36RMEFB7030P1ZQ,2025-01,42464.52,235914
INV-7222,15IYXVG6513R1ZC,2025-01,112473.36,624852
INV-7223,23FGCUW4619F1ZZ,2025-01,58813.74,326743
