gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
34HSINF6783E1ZI,2025-04,1374525,1343843,27-02-2026,27-02-2026
34HSINF6783E1ZI,2025-05,611508,588322,27-02-2026,27-02-2026
34HSINF6783E1ZI,2025-06,587205,544528,27-02-2026,04-02-2026
35VOKPW7730N1ZC,2025-01,1460761,1414277,27-02-2026,27-02-2026
35VOKPW7730N1ZC,2025-02,879068,914567,27-02-2026,27-02-2026
35VOKPW7730N1ZC,2025-03,1981301,2027474,27-02-2026,27-02-2026
35VOKPW7730N1ZC,2025-04,1289999,1324994,27-02-2026,27-02-2026
35VOKPW7730N1ZC,2025-05,686705,695661,27-02-2026,27-02-2026
35VOKPW7730N1ZC,2025-06,1807013,1799761,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-01,1566981,1578923,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-02,337253,355809,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-03,1346252,1309458,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-04,392705,394275,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-05,208518,245026,27-02-2026,27-02-2026
29VHNEJ0205Z1ZP,2025-06,679696,663254,27-02-2026,18-02-2026
22YTNUD8896E1ZG,2025-01,1171037,1187257,27-02-2026,27-02-2026
22YTNUD8896E1ZG,2025-02,1618966,1629835,27-02-2026,06-02-2026
22YTNUD8896E1ZG,2025-03,118735,132644,27-02-2026,27-02-2026
22YTNUD8896E1ZG,2025-04,1804604,1758308,27-02-2026,27-02-2026
22YTNUD8896E1ZG,2025-05,1313833,1312464,27-02-2026,27-02-2026
22YTNUD8896E1ZG,2025-06,1348949,1351663,27-02-2026,27-02-2026
34DIBWW3817X1ZJ,2025-01,817046,854697,27-02-2026,27-02-2026
34DIBWW3817X1ZJ,2025-02,940684,943724,27-02-2026,27-02-2026
34DIBWW3817X1ZJ,2025-03,1506935,1543019,27-02-2026,27-02-2026
34DIBWW3817X1ZJ,2025-04,282633,288654,27-02-2026,16-02-2026
34DIBWW3817X1ZJ,2025-05,330701,281135,27-02-2026,02-02-2026
34DIBWW3817X1ZJ,2025-06,1281646,1300494,27-02-2026,27-02-2026
20QFFHN7621D1ZA,2025-01,1559189,1573556,27-02-2026,25-02-2026
20QFFHN7621D1ZA,2025-02,1086728,1118190,27-02-2026,27-02-2026
20QFFHN7621D1ZA,2025-03,934695,963897,27-02-2026,28-01-2026
20QFFHN7621D1ZA,2025-04,1047318,1084292,27-02-2026,27-02-2026
20QFFHN7621D1ZA,2025-05,1478779,1514207,27-02-2026,27-02-2026
20QFFHN7621D1ZA,2025-06,1762805,1738385,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-01,1710288,1728337,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-02,591143,576231,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-03,1073133,1070623,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-04,1115844,1087546,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-05,1566855,1596113,27-02-2026,27-02-2026
14OOHYU5138R1ZO,2025-06,889565,885689,27-02-2026,27-02-2026
31XBJCK7866O1ZT,2025-01,1275164,1319994,27-02-2026,27-02-2026
31XBJCK7866O1ZT,2025-02,358015,371148,27-02-2026,27-02-2026
31XBJCK7866O1ZT,2025-03,946028,967251,27-02-2026,31-01-2026
31XBJCK7866O1ZT,2025-04,217321,214653,27-02-2026,27-02-2026
31XBJCK7866O1ZT,2025-05,1550514,1529858,27-02-2026,27-02-2026
31XBJCK7866O1ZT,2025-06,158220,193102,27-02-2026,27-02-2026
13SRNZT4189O1ZD,2025-01,159386,196567,27-02-2026,27-02-2026
13SRNZT4189O1ZD,2025-02,1723965,1738859,27-02-2026,27-02-2026
13SRNZT4189O1ZD,2025-03,1855197,1813529,27-02-2026,27-02-2026
13SRNZT4189O1ZD,2025-04,1581689,1544110,27-02-2026,30-01-2026
13SRNZT4189O1ZD,2025-05,805785,803072,27-02-2026,27-02-2026
13SRNZT4189O1ZD,2025-06,308839,273592,27-02-2026,27-02-2026
30MYDXG3193K1ZO,2025-01,1691436,1644109,27-02-2026,27-02-2026
30MYDXG3193K1ZO,2025-02,369724,385091,27-02-2026,27-02-2026
30MYDXG3193K1ZO,2025-03,655277,692166,27-02-2026,27-02-2026
30MYDXG3193K1ZO,2025-04,1871861,1890254,27-02-2026,05-02-2026
30MYDXG3193K1ZO,2025-05,128281,78936,27-02-2026,27-02-2026
30MYDXG3193K1ZO,2025-06,1344836,1311250,27-02-2026,27-02-2026
31CMVHJ5547D1ZK,2025-01,1085285,1120723,27-02-2026,27-02-2026
31CMVHJ5547D1ZK,2025-02,415339,377863,27-02-2026,27-02-2026
31CMVHJ5547D1ZK,2025-03,703959,682239,27-02-2026,29-01-2026
31CMVHJ5547D1ZK,2025-04,1760461,1760671,27-02-2026,27-02-2026
31CMVHJ5547D1ZK,2025-05,367783,413489,27-02-2026,09-02-2026
31CMVHJ5547D1ZK,2025-06,1338958,1364395,27-02-2026,27-02-2026
20NKKQO9338S1ZN,2025-01,1496707,1511972,27-02-2026,27-02-2026
20NKKQO9338S1ZN,2025-02,1634680,1609230,27-02-2026,27-02-2026
20NKKQO9338S1ZN,2025-03,1920144,1937726,27-02-2026,05-02-2026
20NKKQO9338S1ZN,2025-04,675341,650825,27-02-2026,27-02-2026
20NKKQO9338S1ZN,2025-05,1576279,1571880,27-02-2026,27-02-2026
20NKKQO9338S1ZN,2025-06,1603107,1580161,27-02-2026,09-02-2026
22OGRCY5454R1ZD,2025-01,291013,327039,27-02-2026,26-02-2026
22OGRCY5454R1ZD,2025-02,691934,700400,27-02-2026,27-02-2026
22OGRCY5454R1ZD,2025-03,1547008,1509725,27-02-2026,27-02-2026
22OGRCY5454R1ZD,2025-04,536586,572325,27-02-2026,27-02-2026
22OGRCY5454R1ZD,2025-05,1707041,1672119,27-02-2026,27-02-2026
22OGRCY5454R1ZD,2025-06,1393616,1379027,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-01,378701,411668,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-02,1169439,1155870,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-03,1618339,1632978,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-04,1779569,1776066,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-05,1406207,1439590,27-02-2026,27-02-2026
26BCVUJ4608S1ZY,2025-06,21616,56427,27-02-2026,27-02-2026
10LHQLF8276N1ZW,2025-01,682124,720454,27-02-2026,27-02-2026
10LHQLF8276N1ZW,2025-02,743111,704733,27-02-2026,27-02-2026
10LHQLF8276N1ZW,2025-03,1667395,1621395,27-02-2026,27-02-2026
10LHQLF8276N1ZW,2025-04,1379503,1399135,27-02-2026,13-02-2026
10LHQLF8276N1ZW,2025-05,283846,236328,27-02-2026,27-02-2026
10LHQLF8276N1ZW,2025-06,1224360,1188176,27-02-2026,27-02-2026
01PNWWB9905L1ZD,2025-01,1747850,1795081,27-02-2026,27-02-2026
01PNWWB9905L1ZD,2025-02,911008,871123,27-02-2026,27-02-2026
01PNWWB9905L1ZD,2025-03,1700346,1703092,27-02-2026,03-02-2026
01PNWWB9905L1ZD,2025-04,1449268,1448608,27-02-2026,27-02-2026
01PNWWB9905L1ZD,2025-05,203450,247811,27-02-2026,27-02-2026
01PNWWB9905L1ZD,2025-06,1512358,1497789,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-01,13082,-26279,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-02,832526,868253,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-03,961272,960881,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-04,977705,976220,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-05,770749,818535,27-02-2026,27-02-2026
28SKIJJ5641M1ZL,2025-06,1530681,1498935,27-02-2026,08-02-2026
09DBASM4906N1ZO,2025-01,1015991,1005425,27-02-2026,27-02-2026
09DBASM4906N1ZO,2025-02,717919,668274,27-02-2026,27-02-2026
09DBASM4906N1ZO,2025-03,1298296,1251050,27-02-2026,27-02-2026
09DBASM4906N1ZO,2025-04,516048,497985,27-02-2026,27-02-2026
09DBASM4906N1ZO,2025-05,1878982,1884848,27-02-2026,27-02-2026
09DBASM4906N1ZO,2025-06,255952,246665,27-02-2026,04-02-2026
30NOLJE6582Q1ZI,2025-01,1344769,1297839,27-02-2026,27-02-2026
30NOLJE6582Q1ZI,2025-02,1767113,1729915,27-02-2026,27-02-2026
30NOLJE6582Q1ZI,2025-03,1757125,1750957,27-02-2026,19-02-2026
30NOLJE6582Q1ZI,2025-04,470802,422465,27-02-2026,27-02-2026
30NOLJE6582Q1ZI,2025-05,1637451,1626292,27-02-2026,27-02-2026
30NOLJE6582Q1ZI,2025-06,1039158,1082132,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-01,1341576,1346345,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-02,140884,166316,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-03,243690,239777,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-04,1014541,979162,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-05,915614,917791,27-02-2026,27-02-2026
24AAMJP9075Y1ZY,2025-06,1276471,1233625,27-02-2026,27-02-2026
06NPGQR6655T1ZB,2025-01,1787051,1797296,27-02-2026,27-02-2026
06NPGQR6655T1ZB,2025-02,1218337,1176018,27-02-2026,27-02-2026
06NPGQR6655T1ZB,2025-03,260871,271180,27-02-2026,05-02-2026
06NPGQR6655T1ZB,2025-04,939174,968968,27-02-2026,27-02-2026
06NPGQR6655T1ZB,2025-05,227913,255825,27-02-2026,27-02-2026
06NPGQR6655T1ZB,2025-06,874883,882969,27-02-2026,27-02-2026
01MNMTK9720T1ZX,2025-01,1421592,1377973,27-02-2026,09-02-2026
01MNMTK9720T1ZX,2025-02,578632,609357,27-02-2026,27-02-2026
01MNMTK9720T1ZX,2025-03,1819836,1789328,27-02-2026,27-02-2026
01MNMTK9720T1ZX,2025-04,48585,65840,27-02-2026,05-02-2026
01MNMTK9720T1ZX,2025-05,1144675,1162449,27-02-2026,17-02-2026
01MNMTK9720T1ZX,2025-06,958580,982397,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-01,546797,525212,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-02,1313843,1316700,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-03,1138040,1178028,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-04,947409,930653,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-05,1978832,2020061,27-02-2026,27-02-2026
04QPORH7041C1ZZ,2025-06,1840203,1794889,27-02-2026,08-02-2026
18HGTPX7631Z1ZW,2025-01,145900,138426,27-02-2026,18-02-2026
18HGTPX7631Z1ZW,2025-02,1717865,1711505,27-02-2026,27-02-2026
18HGTPX7631Z1ZW,2025-03,43460,8619,27-02-2026,27-02-2026
18HGTPX7631Z1ZW,2025-04,1796827,1846585,27-02-2026,27-02-2026
18HGTPX7631Z1ZW,2025-05,816657,825944,27-02-2026,27-02-2026
18HGTPX7631Z1ZW,2025-06,1534258,1570486,27-02-2026,27-02-2026
34WICDY1497H1ZV,2025-01,1761729,1754658,27-02-2026,14-02-2026
34WICDY1497H1ZV,2025-02,1613729,1659657,27-02-2026,27-02-2026
34WICDY1497H1ZV,2025-03,590960,543288,27-02-2026,27-02-2026
34WICDY1497H1ZV,2025-04,1910636,1930721,27-02-2026,27-02-2026
34WICDY1497H1ZV,2025-05,1587768,1590945,27-02-2026,27-02-2026
34WICDY1497H1ZV,2025-06,1353671,1335125,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-01,891098,883834,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-02,1415318,1449187,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-03,1395509,1359380,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-04,1349421,1330329,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-05,1679976,1659167,27-02-2026,27-02-2026
37TIQTD1337Y1ZR,2025-06,774575,738495,27-02-2026,27-02-2026
25MDWAY4696B1ZD,2025-01,1497222,1478850,27-02-2026,27-02-2026
25MDWAY4696B1ZD,2025-02,65224,51369,27-02-2026,29-01-2026
25MDWAY4696B1ZD,2025-03,1256004,1212316,27-02-2026,27-02-2026
25MDWAY4696B1ZD,2025-04,1548595,1538608,27-02-2026,27-02-2026
25MDWAY4696B1ZD,2025-05,135793,131290,27-02-2026,27-02-2026
25MDWAY4696B1ZD,2025-06,699143,662019,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-01,1302322,1285740,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-02,1047070,1070434,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-03,1824819,1867004,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-04,1314952,1354825,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-05,1665924,1686035,27-02-2026,27-02-2026
28PQHHU2546H1ZX,2025-06,54268,86008,27-02-2026,27-02-2026
12IAABK5637I1ZG,2025-01,1432197,1388748,27-02-2026,27-02-2026
12IAABK5637I1ZG,2025-02,1744061,1762563,27-02-2026,27-02-2026
12IAABK5637I1ZG,2025-03,656553,617133,27-02-2026,27-02-2026
12IAABK5637I1ZG,2025-04,1836801,1881502,27-02-2026,27-02-2026
12IAABK5637I1ZG,2025-05,225642,238151,27-02-2026,02-02-2026
12IAABK5637I1ZG,2025-06,1446205,1416142,27-02-2026,27-02-2026
06BPXFP1906M1ZV,2025-01,352238,302494,27-02-2026,13-02-2026
06BPXFP1906M1ZV,2025-02,115178,138200,27-02-2026,27-02-2026
06BPXFP1906M1ZV,2025-03,1562688,1580698,27-02-2026,27-02-2026
06BPXFP1906M1ZV,2025-04,1172600,1142729,27-02-2026,27-02-2026
06BPXFP1906M1ZV,2025-05,544658,576325,27-02-2026,06-02-2026
06BPXFP1906M1ZV,2025-06,1026127,1069409,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-01,1481497,1494957,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-02,24182,-21430,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-03,423759,384705,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-04,1575344,1593491,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-05,203701,212332,27-02-2026,27-02-2026
08SGMYQ9249Y1ZY,2025-06,383446,353412,27-02-2026,27-02-2026
05HBKZG8109G1ZT,2025-01,1290883,1280696,27-02-2026,06-02-2026
05HBKZG8109G1ZT,2025-02,889430,874028,27-02-2026,27-02-2026
05HBKZG8109G1ZT,2025-03,1289307,1274759,27-02-2026,27-02-2026
05HBKZG8109G1ZT,2025-04,1821614,1837943,27-02-2026,27-02-2026
05HBKZG8109G1ZT,2025-05,389898,387463,27-02-2026,27-02-2026
05HBKZG8109G1ZT,2025-06,183539,134852,27-02-2026,27-02-2026
32COLPC4200X1ZI,2025-01,497389,475209,27-02-2026,27-02-2026
32COLPC4200X1ZI,2025-02,313925,321998,27-02-2026,28-01-2026
32COLPC4200X1ZI,2025-03,1472466,1522053,27-02-2026,27-02-2026
32COLPC4200X1ZI,2025-04,1124644,1117553,27-02-2026,27-02-2026
32COLPC4200X1ZI,2025-05,1793279,1832276,27-02-2026,27-02-2026
32COLPC4200X1ZI,2025-06,1071482,1044066,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-01,1564817,1563409,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-02,1465685,1452156,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-03,201686,183279,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-04,255763,221585,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-05,1010945,1014081,27-02-2026,27-02-2026
32DQYRG7955Y1ZP,2025-06,1643003,1606064,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-01,1834721,1798176,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-02,782615,765175,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-03,996819,994216,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-04,1288829,1303705,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-05,980657,972549,27-02-2026,27-02-2026
05OAYVM5936M1ZB,2025-06,1720879,1712792,27-02-2026,27-02-2026
22CLTQE0316D1ZU,2025-01,318716,305253,27-02-2026,27-02-2026
22CLTQE0316D1ZU,2025-02,1475215,1444187,27-02-2026,27-02-2026
22CLTQE0316D1ZU,2025-03,1203149,1198950,27-02-2026,01-02-2026
22CLTQE0316D1ZU,2025-04,1670108,1695619,27-02-2026,27-02-2026
22CLTQE0316D1ZU,2025-05,693453,700754,27-02-2026,27-02-2026
22CLTQE0316D1ZU,2025-06,1039348,1015205,27-02-2026,27-02-2026
29TDFSP4053R1ZZ,2025-01,793885,746376,27-02-2026,27-02-2026
29TDFSP4053R1ZZ,2025-02,1497840,1481791,27-02-2026,27-02-2026
29TDFSP4053R1ZZ,2025-03,1627527,1620265,27-02-2026,27-02-2026
29TDFSP4053R1ZZ,2025-04,1883287,1873240,27-02-2026,27-02-2026
29TDFSP4053R1ZZ,2025-05,1295764,1284116,27-02-2026,25-02-2026
29TDFSP4053R1ZZ,2025-06,1809187,1848150,27-02-2026,27-02-2026
22BUBDU6468E1ZX,2025-01,1099243,1098924,27-02-2026,27-02-2026
22BUBDU6468E1ZX,2025-02,1550716,1546237,27-02-2026,10-02-2026
22BUBDU6468E1ZX,2025-03,1579713,1553266,27-02-2026,27-02-2026
22BUBDU6468E1ZX,2025-04,1828840,1874855,27-02-2026,03-02-2026
22BUBDU6468E1ZX,2025-05,58859,64928,27-02-2026,27-02-2026
22BUBDU6468E1ZX,2025-06,1331282,1365141,27-02-2026,15-02-2026
10MAXQG6069Z1ZD,2025-01,1528230,1506749,27-02-2026,27-02-2026
10MAXQG6069Z1ZD,2025-02,1108019,1065947,27-02-2026,27-02-2026
10MAXQG6069Z1ZD,2025-03,1139299,1106728,27-02-2026,27-02-2026
10MAXQG6069Z1ZD,2025-04,886746,855568,27-02-2026,27-02-2026
10MAXQG6069Z1ZD,2025-05,1975199,2017831,27-02-2026,27-02-2026
10MAXQG6069Z1ZD,2025-06,867249,877566,27-02-2026,27-02-2026
05VCMUF8489V1ZM,2025-01,143203,104259,27-02-2026,27-02-2026
05VCMUF8489V1ZM,2025-02,1792818,1760601,27-02-2026,06-02-2026
05VCMUF8489V1ZM,2025-03,1577128,1530333,27-02-2026,27-02-2026
05VCMUF8489V1ZM,2025-04,1762264,1751682,27-02-2026,27-02-2026
05VCMUF8489V1ZM,2025-05,1749443,1736876,27-02-2026,28-01-2026
05VCMUF8489V1ZM,2025-06,1009920,1004152,27-02-2026,27-02-2026
37OIZFB1027F1ZW,2025-01,1795062,1836545,27-02-2026,27-02-2026
37OIZFB1027F1ZW,2025-02,453639,500122,27-02-2026,27-02-2026
37OIZFB1027F1ZW,2025-03,505703,513319,27-02-2026,08-02-2026
37OIZFB1027F1ZW,2025-04,26570,45384,27-02-2026,27-02-2026
37OIZFB1027F1ZW,2025-05,530456,546762,27-02-2026,27-02-2026
37OIZFB1027F1ZW,2025-06,1683725,1656772,27-02-2026,27-02-2026
29GPDUQ3180A1ZF,2025-01,1383040,1362269,27-02-2026,27-02-2026
29GPDUQ3180A1ZF,2025-02,1689927,1683193,27-02-2026,27-02-2026
29GPDUQ3180A1ZF,2025-03,1782172,1757764,27-02-2026,02-02-2026
29GPDUQ3180A1ZF,2025-04,1671154,1720724,27-02-2026,27-02-2026
29GPDUQ3180A1ZF,2025-05,1701218,1688986,27-02-2026,27-02-2026
29GPDUQ3180A1ZF,2025-06,342466,374551,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-01,334402,306557,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-02,1145927,1182015,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-03,1628184,1631641,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-04,1428948,1414183,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-05,1243306,1267463,27-02-2026,27-02-2026
19KUUSF6549T1ZW,2025-06,265902,243387,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-01,948618,908470,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-02,103039,148576,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-03,1279222,1307711,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-04,165689,120530,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-05,1097791,1142220,27-02-2026,27-02-2026
32PCVHK5199T1ZL,2025-06,158065,158020,27-02-2026,27-02-2026
30URHFU6941V1ZB,2025-01,40848,30972,27-02-2026,27-02-2026
30URHFU6941V1ZB,2025-02,1026581,1043014,27-02-2026,15-02-2026
30URHFU6941V1ZB,2025-03,1677220,1641088,27-02-2026,27-02-2026
30URHFU6941V1ZB,2025-04,524780,530028,27-02-2026,27-02-2026
30URHFU6941V1ZB,2025-05,1339546,1291180,27-02-2026,27-02-2026
30URHFU6941V1ZB,2025-06,1265138,1258792,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-01,1924522,1897617,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-02,1449863,1476051,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-03,163759,132131,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-04,362554,384265,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-05,1430528,1452411,27-02-2026,27-02-2026
14LIUTB7917P1ZQ,2025-06,1609134,1563204,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-01,202439,152914,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-02,602118,630215,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-03,1926979,1903761,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-04,63827,45872,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-05,1082355,1036201,27-02-2026,27-02-2026
16SPIFR3730X1ZN,2025-06,1180947,1217761,27-02-2026,27-02-2026
15BPBLF6134G1ZU,2025-01,557505,543155,27-02-2026,20-02-2026
15BPBLF6134G1ZU,2025-02,291712,256513,27-02-2026,27-02-2026
15BPBLF6134G1ZU,2025-03,374455,381016,27-02-2026,30-01-2026
15BPBLF6134G1ZU,2025-04,1049731,1054345,27-02-2026,27-02-2026
15BPBLF6134G1ZU,2025-05,1636921,1596444,27-02-2026,27-02-2026
15BPBLF6134G1ZU,2025-06,1444344,1460443,27-02-2026,27-02-2026
22DRBDW4138T1ZF,2025-01,498500,515671,27-02-2026,27-02-2026
22DRBDW4138T1ZF,2025-02,1474710,1456257,27-02-2026,25-02-2026
22DRBDW4138T1ZF,2025-03,1205365,1219355,27-02-2026,27-02-2026
22DRBDW4138T1ZF,2025-04,1085028,1128871,27-02-2026,27-02-2026
22DRBDW4138T1ZF,2025-05,380307,345674,27-02-2026,27-02-2026
22DRBDW4138T1ZF,2025-06,1176308,1225823,27-02-2026,27-02-2026
15CWMZP8277H1ZH,2025-01,1710234,1729126,27-02-2026,30-01-2026
15CWMZP8277H1ZH,2025-02,595679,606319,27-02-2026,27-02-2026
15CWMZP8277H1ZH,2025-03,1506109,1546876,27-02-2026,27-02-2026
15CWMZP8277H1ZH,2025-04,229775,195902,27-02-2026,27-02-2026
15CWMZP8277H1ZH,2025-05,758274,789422,27-02-2026,04-02-2026
15CWMZP8277H1ZH,2025-06,658375,659184,27-02-2026,27-02-2026
15XPDOA9047B1ZN,2025-01,130086,97275,27-02-2026,27-02-2026
15XPDOA9047B1ZN,2025-02,234160,201583,27-02-2026,24-02-2026
15XPDOA9047B1ZN,2025-03,1116928,1081781,27-02-2026,27-02-2026
15XPDOA9047B1ZN,2025-04,656803,630098,27-02-2026,27-02-2026
15XPDOA9047B1ZN,2025-05,1831717,1800139,27-02-2026,27-02-2026
15XPDOA9047B1ZN,2025-06,1112856,1134217,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-01,1840576,1800977,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-02,1291429,1263286,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-03,468532,421717,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-04,254000,253945,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-05,1825069,1834513,27-02-2026,27-02-2026
07LGOAT9126C1ZA,2025-06,197550,220063,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-01,30308,55647,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-02,213138,168711,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-03,974026,1002926,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-04,1599090,1591538,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-05,842479,876002,27-02-2026,27-02-2026
30WTALU8473O1ZW,2025-06,418878,440078,27-02-2026,27-02-2026
22NHTSP5266K1ZX,2025-01,167625,145848,27-02-2026,05-02-2026
22NHTSP5266K1ZX,2025-02,77085,50235,27-02-2026,27-02-2026
22NHTSP5266K1ZX,2025-03,1755922,1784139,27-02-2026,27-02-2026
22NHTSP5266K1ZX,2025-04,166760,215793,27-02-2026,27-02-2026
22NHTSP5266K1ZX,2025-05,1302119,1302911,27-02-2026,27-02-2026
22NHTSP5266K1ZX,2025-06,1721194,1724013,27-02-2026,25-02-2026
24XCJQJ1507G1ZE,2025-01,1048784,1017504,27-02-2026,29-01-2026
24XCJQJ1507G1ZE,2025-02,338664,293425,27-02-2026,27-02-2026
24XCJQJ1507G1ZE,2025-03,774331,730696,27-02-2026,27-02-2026
24XCJQJ1507G1ZE,2025-04,919964,966409,27-02-2026,27-02-2026
24XCJQJ1507G1ZE,2025-05,1456812,1496622,27-02-2026,27-02-2026
24XCJQJ1507G1ZE,2025-06,489598,471183,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-01,67089,31773,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-02,893347,860654,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-03,84799,75733,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-04,802442,768107,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-05,84439,82042,27-02-2026,27-02-2026
08QTTWS7738Q1ZV,2025-06,1708978,1754558,27-02-2026,27-02-2026
05JLNVM5884L1ZZ,2025-01,443985,422996,27-02-2026,27-02-2026
05JLNVM5884L1ZZ,2025-02,71484,99036,27-02-2026,14-02-2026
05JLNVM5884L1ZZ,2025-03,435752,392975,27-02-2026,27-02-2026
05JLNVM5884L1ZZ,2025-04,625338,575353,27-02-2026,27-02-2026
05JLNVM5884L1ZZ,2025-05,205797,239384,27-02-2026,27-02-2026
05JLNVM5884L1ZZ,2025-06,718769,743095,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-01,880052,874280,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-02,1191671,1148209,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-03,482462,519092,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-04,1017713,1004144,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-05,1278801,1242062,27-02-2026,27-02-2026
30CKEYC1111G1ZQ,2025-06,1842056,1858164,27-02-2026,27-02-2026
35YMKTA1088Q1ZU,2025-01,68016,90449,27-02-2026,27-02-2026
