invoice_no,seller_gstin,buyer_gstin,invoice_date,taxable_value,cgst,sgst,igst,total_tax
INV-6392,30CKEYC1111G1ZQ,37YCMBT7145I1ZQ,21-10-2025,537577,0,0,96763.86,96763.86
INV-6393,24EZMCL6014S1ZD,08KOGSA9577V1ZG,09-11-2025,809106,0,0,145639.08,145639.08
INV-6394,23ICNHB0945Q1ZK,32GXBQV0319F1ZX,26-09-2025,540148,0,0,97226.64,97226.64
INV-6395,05GFPYJ6220G1ZK,12IBLFU5177E1ZT,28-09-2025,54627,0,0,9832.86,9832.86
INV-6396,20BKPAH2123A1ZP,32GXBQV0319F1ZX,28-01-2026,722506,0,0,130051.08,130051.08
INV-6397,18UJKPN7002R1ZS,10ROEBN7181A1ZY,04-02-2026,655014,0,0,117902.52,117902.52
INV-6398,14RIHYQ4576D1ZV,30WTALU8473O1ZW,03-09-2025,768000,0,0,138240,138240
INV-6399,26NZCQC9327O1ZU,15HFZLT1044G1ZD,02-01-2026,305853,0,0,55053.54,55053.54
INV-6400,07PYOXJ9158H1ZD,01OMLEB9484C1ZS,06-09-2025,219392,0,0,39490.56,39490.56
INV-6401,24ZUBJL1972F1ZW,02PDJVP7634L1ZN,20-11-2025,162315,0,0,29216.7,29216.7
INV-6402,09GQGPS2908J1ZG,19AHHWB2275Z1ZG,04-12-2025,110923,0,0,19966.14,19966.14
INV-6403,37OBSNY5715M1ZC,06NNJXC8925F1ZK,03-12-2025,590433,0,0,106277.94,106277.94
INV-6404,22WMJHO1688E1ZR,12TIYUW8271B1ZP,17-01-2026,369567,0,0,66522.06,66522.06
INV-6405,05HBKZG8109G1ZT,01YAOQS0373X1ZX,11-01-2026,262674,0,0,47281.32,47281.32
INV-6406,34EHGJA6310L1ZY,09NPWWL5474U1ZE,28-09-2025,126851,0,0,22833.18,22833.18
INV-6407,09GBSOO4553O1ZI,06PNQKP0612K1ZZ,14-12-2025,43919,0,0,7905.42,7905.42
INV-6408,07YOCHN3434T1ZP,05HBKZG8109G1ZT,08-09-2025,726957,0,0,130852.26,130852.26
INV-6409,28CTVOP5313V1ZY,02BIZUF8558H1ZK,09-12-2025,28968,0,0,5214.24,5214.24
INV-6410,12UNDFD7053Z1ZR,35VOSZO7794O1ZS,30-10-2025,958944,0,0,172609.92,172609.92
INV-6411,28KWWFQ6073J1ZQ,24PSBFH0212U1ZL,28-10-2025,509173,0,0,91651.14,91651.14
INV-6412,28PDYEO0579V1ZP,24SBDHK5873D1ZU,18-12-2025,391008,0,0,70381.44,70381.44
INV-6413,13BJPBB8562G1ZK,04WDZIZ8918F1ZY,02-09-2025,771695,0,0,138905.1,138905.1
INV-6414,14SSTGC0329T1ZV,25MDWAY4696B1ZD,14-10-2025,69459,0,0,12502.62,12502.62
INV-6415,28KWWFQ6073J1ZQ,13ZETAS9984W1ZS,23-01-2026,721890,0,0,129940.2,129940.2
INV-6416,22EHZFQ9082I1ZB,16NUPSH6521C1ZF,08-01-2026,948894,0,0,170800.92,170800.92
INV-6417,07PYOXJ9158H1ZD,18ODSCR8472B1ZM,11-02-2026,797181,0,0,143492.58,143492.58
INV-6418,37IPRIH1623B1ZR,33JMOJG1572Q1ZA,09-02-2026,792130,0,0,142583.4,142583.4
INV-6419,32PCVHK5199T1ZL,10MAKDX6534I1ZR,03-12-2025,610094,0,0,109816.92,109816.92
INV-6420,18IKFFB5950X1ZW,31HACDG3400R1ZG,20-12-2025,614586,0,0,110625.48,110625.48
INV-6421,15ZCRGV9092Z1ZM,37AGPDL6303U1ZL,26-10-2025,841177,0,0,151411.86,151411.86
INV-6422,32DQYRG7955Y1ZP,30PBRRE0104L1ZQ,25-01-2026,438001,0,0,78840.18,78840.18
INV-6423,27QHEMO9182P1ZB,30GDERV6083C1ZW,26-12-2025,198536,0,0,35736.48,35736.48
INV-6424,13LDAKV3844U1ZT,20LYXYH7117T1ZT,03-10-2025,805810,0,0,145045.8,145045.8
INV-6425,14QDKRW0175M1ZL,14RVYGQ8899X1ZU,26-11-2025,12910,0,0,2323.8,2323.8
INV-6426,15IYXVG6513R1ZC,30DDTOT4539E1ZQ,21-11-2025,154564,0,0,27821.52,27821.52
INV-6427,26PRCLW1234K1ZY,35VOKPW7730N1ZC,12-12-2025,570590,0,0,102706.2,102706.2
INV-6428,18TIHEA7797Q1ZD,37WUZXT8972Z1ZL,26-10-2025,402136,0,0,72384.48,72384.48
INV-6429,10MAXQG6069Z1ZD,12FVFEU8899O1ZU,05-11-2025,961284,0,0,173031.12,173031.12
INV-6430,24PSBFH0212U1ZL,26JURYD6700Y1ZU,20-11-2025,960900,0,0,172962,172962
INV-6431,07TFIVZ2570F1ZP,34ZKYZD2028N1ZW,05-12-2025,60770,0,0,10938.6,10938.6
INV-6432,16KCEGV4546B1ZG,10MAXQG6069Z1ZD,19-11-2025,64351,0,0,11583.18,11583.18
INV-6433,29KMIDW3933Y1ZL,32GXBQV0319F1ZX,18-11-2025,425473,0,0,76585.14,76585.14
INV-6434,21GDLDB9849F1ZK,31UPTFL7002D1ZC,25-02-2026,879515,0,0,158312.7,158312.7
INV-6435,24GJXEK3626W1ZD,28OCYRD0354B1ZJ,15-10-2025,145544,0,0,26197.92,26197.92
INV-6436,15HFZLT1044G1ZD,30QHQEA0511I1ZE,15-09-2025,101991,0,0,18358.38,18358.38
INV-6437,30QQONQ3358O1ZJ,11TLQMI7586L1ZH,25-02-2026,288902,0,0,52002.36,52002.36
INV-6438,19MYWQY4649C1ZF,07FVWTL8060W1ZK,28-01-2026,626319,0,0,112737.42,112737.42
INV-6439,21VUFAI2298K1ZG,19ZTZRU7931P1ZB,30-09-2025,236865,0,0,42635.7,42635.7
INV-6440,28OCYRD0354B1ZJ,17FCAJZ6575Y1ZF,16-01-2026,134010,0,0,24121.8,24121.8
INV-6441,06HRQCY2381B1ZH,22CLTQE0316D1ZU,29-12-2025,786764,0,0,141617.52,141617.52
INV-6442,16NUPSH6521C1ZF,07GELKH2948R1ZD,26-11-2025,160116,0,0,28820.88,28820.88
INV-6443,19IKFUW3521P1ZZ,13SKRJX4200R1ZH,22-12-2025,647859,0,0,116614.62,116614.62
INV-6444,02MHXCV7337Q1ZP,15KVKSI3296P1ZC,07-01-2026,732007,0,0,131761.26,131761.26
INV-6445,10LHQLF8276N1ZW,28WVVSN3687O1ZW,25-11-2025,492416,0,0,88634.88,88634.88
INV-6446,03RNUKX8061Q1ZU,09QPAGU3964M1ZL,28-09-2025,739928,0,0,133187.04,133187.04
INV-6447,28VMIHO1878Y1ZB,15IYXVG6513R1ZC,30-01-2026,909120,0,0,163641.6,163641.6
INV-6448,22SMMFE8005F1ZE,16ABUMP3010T1ZK,11-01-2026,874424,0,0,157396.32,157396.32
INV-6449,05GMCIH9139D1ZK,33JMOJG1572Q1ZA,15-02-2026,53683,0,0,9662.94,9662.94
INV-6450,19MYWQY4649C1ZF,11SDCLJ5375F1ZM,09-11-2025,569358,0,0,102484.44,102484.44
INV-6451,28OCYRD0354B1ZJ,19IKFUW3521P1ZZ,01-11-2025,914963,0,0,164693.34,164693.34
INV-6452,08GDJDK5544R1ZW,22EHZFQ9082I1ZB,24-10-2025,864303,0,0,155574.54,155574.54
INV-6453,06GDUIP3724E1ZD,13BJPBB8562G1ZK,07-12-2025,703723,0,0,126670.14,126670.14
INV-6454,13YHHYZ7764P1ZL,10MAXQG6069Z1ZD,19-09-2025,296632,0,0,53393.76,53393.76
INV-6455,36OGHIS7867O1ZZ,14EWUHM1869J1ZX,16-02-2026,153720,0,0,27669.6,27669.6
INV-6456,25LRRCQ7701W1ZZ,15GJHYS1847A1ZH,08-10-2025,793460,0,0,142822.8,142822.8
INV-6457,34LGIZM9234I1ZT,17BQZRF3950I1ZH,03-09-2025,305190,0,0,54934.2,54934.2
INV-6458,15GJHYS1847A1ZH,24MGTTV4896N1ZI,01-01-2026,355377,0,0,63967.86,63967.86
INV-6459,14RLIVV8375W1ZV,17FSITY6172S1ZY,08-10-2025,140396,0,0,25271.28,25271.28
INV-6460,18TIHEA7797Q1ZD,11ARWIM9524W1ZR,28-01-2026,598313,0,0,107696.34,107696.34
INV-6461,11SDCLJ5375F1ZM,04EGBVX4443M1ZV,20-11-2025,634157,0,0,114148.26,114148.26
INV-6462,08GDJDK5544R1ZW,11ARWIM9524W1ZR,15-10-2025,377411,0,0,67933.98,67933.98
INV-6463,03TEJUW3138X1ZO,15GJHYS1847A1ZH,17-12-2025,939368,0,0,169086.24,169086.24
INV-6464,22OGRCY5454R1ZD,37FZETA7927W1ZC,16-11-2025,427476,0,0,76945.68,76945.68
INV-6465,15KVKSI3296P1ZC,28JJHJZ8074N1ZZ,28-09-2025,186028,0,0,33485.04,33485.04
INV-6466,12IAABK5637I1ZG,13IPAHZ6941B1ZH,20-01-2026,399016,0,0,71822.88,71822.88
INV-6467,05GRHFC9771F1ZW,08HUMPU8934F1ZB,24-10-2025,656479,0,0,118166.22,118166.22
INV-6468,35IAWGP9053Z1ZK,07LVITY3702O1ZP,15-11-2025,743385,0,0,133809.3,133809.3
INV-6469,13THBXY4145Q1ZA,30DDTOT4539E1ZQ,15-11-2025,256136,0,0,46104.48,46104.48
INV-6470,15QXVBE3752D1ZO,10MAXQG6069Z1ZD,23-01-2026,450400,0,0,81072,81072
INV-6471,16ENVGK3459H1ZJ,32BXFNY1950C1ZG,20-02-2026,453607,0,0,81649.26,81649.26
INV-6472,31OGHKW0555T1ZE,21VUFAI2298K1ZG,05-11-2025,320727,0,0,57730.86,57730.86
INV-6473,20AQFJI6157Y1ZI,16NUPSH6521C1ZF,12-11-2025,171756,0,0,30916.08,30916.08
INV-6474,13IPZDV7275I1ZY,20LOFKQ4710W1ZQ,23-02-2026,435831,0,0,78449.58,78449.58
INV-6475,37WUZXT8972Z1ZL,29XDLYF4300Q1ZL,11-02-2026,380482,0,0,68486.76,68486.76
INV-6476,28VMIHO1878Y1ZB,05GISRT5596K1ZQ,21-02-2026,392904,0,0,70722.72,70722.72
INV-6477,35UXMHM3677O1ZE,14QDKRW0175M1ZL,06-09-2025,218716,0,0,39368.88,39368.88
INV-6478,22CJJIG0419C1ZR,14VKUYA8549J1ZY,31-12-2025,472651,0,0,85077.18,85077.18
INV-6479,28KWWFQ6073J1ZQ,30TJATI8878C1ZJ,04-02-2026,675644,0,0,121615.92,121615.92
INV-6480,16PUSXA7955G1ZZ,17QLZGB8883V1ZK,03-02-2026,858259,0,0,154486.62,154486.62
INV-6481,20EGVKX3719X1ZC,12MCGFN0921W1ZF,01-12-2025,66590,0,0,11986.2,11986.2
INV-6482,09ZQYNS3134S1ZV,07IZKOY5620M1ZS,12-02-2026,609871,0,0,109776.78,109776.78
INV-6483,07CJHJV8660S1ZA,17LHZWC3326A1ZV,24-12-2025,197949,0,0,35630.82,35630.82
INV-6484,15TAOPS2125H1ZP,27GCAOZ3676Y1ZA,27-12-2025,229350,0,0,41283,41283
INV-6485,36OGHIS7867O1ZZ,13LDAKV3844U1ZT,06-11-2025,332532,0,0,59855.76,59855.76
INV-6486,29EOOWD7907H1ZC,19QXCON7991F1ZB,23-11-2025,69364,0,0,12485.52,12485.52
INV-6487,06FHVTV5629A1ZQ,19QXCON7991F1ZB,26-11-2025,777476,0,0,139945.68,139945.68
INV-6488,32RJUGC4491J1ZK,37YCGOK5673O1ZJ,08-12-2025,723041,0,0,130147.38,130147.38
INV-6489,25GJZCI8515O1ZR,24XRNGL0999J1ZC,31-10-2025,972488,0,0,175047.84,175047.84
INV-6490,08CRXOA9644B1ZW,08KOGSA9577V1ZG,02-11-2025,344829,0,0,62069.22,62069.22
INV-6491,05GRHFC9771F1ZW,22SMMFE8005F1ZE,07-02-2026,988925,0,0,178006.5,178006.5
INV-6492,31CMVHJ5547D1ZK,06DMIIU9473Y1ZE,16-10-2025,987698,0,0,177785.64,177785.64
INV-6493,19PUOEW4276M1ZH,22SMMFE8005F1ZE,18-11-2025,567336,0,0,102120.48,102120.48
INV-6494,16SJUSB4414M1ZL,31GSLZY0374P1ZD,13-12-2025,789715,0,0,142148.7,142148.7
INV-6495,08QTTWS7738Q1ZV,11SDCLJ5375F1ZM,02-10-2025,434270,0,0,78168.6,78168.6
INV-6496,32RJUGC4491J1ZK,19DSYYK9906Z1ZT,20-11-2025,356132,0,0,64103.76,64103.76
INV-6497,23IJVXP7370D1ZH,05GRHFC9771F1ZW,29-12-2025,590626,0,0,106312.68,106312.68
INV-6498,35GZUXF6547Y1ZM,13UORYV7784C1ZD,25-09-2025,347923,0,0,62626.14,62626.14
INV-6499,08HUMPU8934F1ZB,19QXCON7991F1ZB,09-09-2025,667668,0,0,120180.24,120180.24
INV-6500,20SDOVY1377U1ZN,14XKMNJ0707M1ZE,10-10-2025,425223,0,0,76540.14,76540.14
INV-6501,14EWUHM1869J1ZX,24PSBFH0212U1ZL,05-09-2025,402435,0,0,72438.3,72438.3
INV-6502,09QPAGU3964M1ZL,30JVWFR3207L1ZU,11-01-2026,819497,0,0,147509.46,147509.46
INV-6503,05GMCIH9139D1ZK,31HACDG3400R1ZG,03-09-2025,792334,0,0,142620.12,142620.12
INV-6504,17SOXYX6228N1ZZ,05JLNVM5884L1ZZ,05-02-2026,507075,0,0,91273.5,91273.5
INV-6505,16YRIXY3529Y1ZL,19QXCON7991F1ZB,26-02-2026,266230,0,0,47921.4,47921.4
INV-6506,05OAYVM5936M1ZB,30QHQEA0511I1ZE,06-10-2025,115131,0,0,20723.58,20723.58
INV-6507,10IPDJZ6359J1ZR,36AYVGE7330E1ZS,26-09-2025,36773,0,0,6619.14,6619.14
INV-6508,33ZRCZU9981E1ZH,16SJUSB4414M1ZL,28-12-2025,522616,0,0,94070.88,94070.88
INV-6509,26JURYD6700Y1ZU,15ZEHUN5756Y1ZT,22-01-2026,901613,0,0,162290.34,162290.34
INV-6510,35FOTOQ9663V1ZQ,11FATAH4797C1ZF,02-09-2025,643029,0,0,115745.22,115745.22
INV-6511,19MDBQP6411V1ZM,03TEJUW3138X1ZO,06-09-2025,834321,0,0,150177.78,150177.78
INV-6512,17RSRVQ9634S1ZL,03TEJUW3138X1ZO,16-11-2025,602993,0,0,108538.74,108538.74
INV-6513,37IPRIH1623B1ZR,08OOXKI7109C1ZL,11-01-2026,51857,0,0,9334.26,9334.26
INV-6514,28JJHJZ8074N1ZZ,22WMJHO1688E1ZR,24-01-2026,976325,0,0,175738.5,175738.5
INV-6515,24CAIJH1145N1ZD,21GDLDB9849F1ZK,17-01-2026,810154,0,0,145827.72,145827.72
INV-6516,05VCMUF8489V1ZM,05ODRBF5048J1ZY,02-11-2025,990178,0,0,178232.04,178232.04
INV-6517,14QDKRW0175M1ZL,07RBVMQ4335Z1ZI,29-09-2025,911215,0,0,164018.7,164018.7
INV-6518,10SUDGZ7784G1ZA,10IPDJZ6359J1ZR,16-01-2026,280833,0,0,50549.94,50549.94
INV-6519,25EBYZI9874U1ZF,15RQMYJ3165J1ZD,29-12-2025,973060,0,0,175150.8,175150.8
INV-6520,08JRPOQ5923Q1ZP,06GDUIP3724E1ZD,18-01-2026,753554,0,0,135639.72,135639.72
INV-6521,05LXLCR8330R1ZJ,29CPGOQ5801U1ZL,03-12-2025,570901,0,0,102762.18,102762.18
INV-6522,16ABUMP3010T1ZK,05QMSQD0091H1ZR,24-01-2026,59004,0,0,10620.72,10620.72
INV-6523,21GDLDB9849F1ZK,06CBYYW8061O1ZP,22-02-2026,201219,0,0,36219.42,36219.42
INV-6524,22SMMFE8005F1ZE,01OMLEB9484C1ZS,04-09-2025,273572,0,0,49242.96,49242.96
INV-6525,08AHFTR8040G1ZH,19GIXCD3124K1ZR,23-09-2025,453841,0,0,81691.38,81691.38
INV-6526,09RVTRN6433F1ZG,09WUQEZ4901E1ZJ,14-01-2026,808118,0,0,145461.24,145461.24
INV-6527,07TFIVZ2570F1ZP,14SMXLB1455V1ZZ,23-01-2026,317584,0,0,57165.12,57165.12
INV-6528,03TEJUW3138X1ZO,28XIZTD8670E1ZB,24-10-2025,321345,0,0,57842.1,57842.1
INV-6529,05ROKNM5636D1ZD,35UXMHM3677O1ZE,29-09-2025,644021,0,0,115923.78,115923.78
INV-6530,27PXNVO3752G1ZT,18WDDGE6007H1ZS,25-09-2025,942664,0,0,169679.52,169679.52
INV-6531,14RSRBQ5242U1ZW,32COLPC4200X1ZI,27-10-2025,715343,0,0,128761.74,128761.74
INV-6532,37FZETA7927W1ZC,19KUUSF6549T1ZW,06-02-2026,346679,0,0,62402.22,62402.22
INV-6533,13MEKIT6973I1ZZ,24XCJQJ1507G1ZE,04-09-2025,291782,0,0,52520.76,52520.76
INV-6534,11ILMUQ1637G1ZO,21UHJDN5710M1ZT,20-11-2025,950257,0,0,171046.26,171046.26
INV-6535,37HOAHL5644G1ZQ,27GSPZJ3581V1ZG,06-11-2025,980961,0,0,176572.98,176572.98
INV-6536,36CPIKH3099H1ZS,25EBYZI9874U1ZF,04-09-2025,606004,0,0,109080.72,109080.72
INV-6537,16WFFGQ1196V1ZP,19MYWQY4649C1ZF,07-01-2026,82813,0,0,14906.34,14906.34
INV-6538,02MNDKU5916Z1ZX,34LGIZM9234I1ZT,27-01-2026,241879,0,0,43538.22,43538.22
INV-6539,01ZYWEM2403M1ZI,36FQOFP8086K1ZI,19-11-2025,761431,0,0,137057.58,137057.58
INV-6540,37TIQTD1337Y1ZR,23DZKDZ8794X1ZR,04-01-2026,267797,0,0,48203.46,48203.46
INV-6541,20AZFIU9895S1ZS,36SJPHN4716Y1ZR,09-11-2025,203257,0,0,36586.26,36586.26
INV-6542,21QSPKX7975O1ZN,30TJATI8878C1ZJ,20-01-2026,826927,0,0,148846.86,148846.86
INV-6543,02PDJVP7634L1ZN,10GQLRX4250L1ZS,04-11-2025,526699,0,0,94805.82,94805.82
INV-6544,09QPAGU3964M1ZL,30HNQPA9985T1ZT,06-01-2026,238950,0,0,43011,43011
INV-6545,24VAZPV6967H1ZI,27GCAOZ3676Y1ZA,21-10-2025,444286,0,0,79971.48,79971.48
INV-6546,37DZXIO2158E1ZJ,34LGIZM9234I1ZT,18-11-2025,45410,0,0,8173.8,8173.8
INV-6547,34ZKYZD2028N1ZW,02GUREW9408C1ZK,28-10-2025,323249,0,0,58184.82,58184.82
INV-6548,07GELKH2948R1ZD,24MGTTV4896N1ZI,06-11-2025,851644,0,0,153295.92,153295.92
INV-6549,36FQOFP8086K1ZI,12VBULH0109Q1ZM,27-11-2025,595641,0,0,107215.38,107215.38
INV-6550,35IAWGP9053Z1ZK,21GDLDB9849F1ZK,19-02-2026,406835,0,0,73230.3,73230.3
INV-6551,24SVPXC2616S1ZU,24JKLOZ6878R1ZN,15-01-2026,338405,0,0,60912.9,60912.9
INV-6552,19MYWQY4649C1ZF,30HKWUQ7160F1ZD,12-12-2025,844822,0,0,152067.96,152067.96
INV-6553,19IKFUW3521P1ZZ,11ARWIM9524W1ZR,06-02-2026,311637,0,0,56094.66,56094.66
INV-6554,30TJATI8878C1ZJ,30URHFU6941V1ZB,17-09-2025,49419,0,0,8895.42,8895.42
INV-6555,26RRSRZ2430W1ZS,12IAABK5637I1ZG,13-12-2025,752454,0,0,135441.72,135441.72
INV-6556,30TJATI8878C1ZJ,08KOGSA9577V1ZG,24-10-2025,148701,0,0,26766.18,26766.18
INV-6557,21CREDI2227K1ZJ,13DTOUN0309Z1ZJ,15-09-2025,718205,0,0,129276.9,129276.9
INV-6558,28JJHJZ8074N1ZZ,16SJUSB4414M1ZL,26-11-2025,506231,0,0,91121.58,91121.58
INV-6559,05GISRT5596K1ZQ,06HRMLH7142V1ZS,03-11-2025,458819,0,0,82587.42,82587.42
INV-6560,15ZCRGV9092Z1ZM,08MBTFR6385C1ZZ,05-10-2025,399284,0,0,71871.12,71871.12
INV-6561,24MGTTV4896N1ZI,36FQOFP8086K1ZI,09-11-2025,892751,0,0,160695.18,160695.18
INV-6562,15BPBLF6134G1ZU,28CTVOP5313V1ZY,17-02-2026,24463,0,0,4403.34,4403.34
INV-6563,05KLOVQ6103K1ZR,11FATAH4797C1ZF,10-01-2026,434503,0,0,78210.54,78210.54
INV-6564,05OAYVM5936M1ZB,28RGIRK8590U1ZF,28-11-2025,704534,0,0,126816.12,126816.12
INV-6565,30QQONQ3358O1ZJ,05JLNVM5884L1ZZ,16-11-2025,842422,0,0,151635.96,151635.96
INV-6566,13UORYV7784C1ZD,14SSTGC0329T1ZV,22-12-2025,844103,0,0,151938.54,151938.54
INV-6567,12QUDKQ3015Y1ZU,04VZDVJ6652C1ZA,09-02-2026,774336,0,0,139380.48,139380.48
INV-6568,09TZQKZ3893V1ZV,22SMMFE8005F1ZE,21-12-2025,479569,0,0,86322.42,86322.42
INV-6569,20EGVKX3719X1ZC,13WYNFU5666L1ZH,15-09-2025,519294,0,0,93472.92,93472.92
INV-6570,35KESUP1066K1ZN,05ITQUT3058F1ZY,17-10-2025,119562,0,0,21521.16,21521.16
INV-6571,14RVYGQ8899X1ZU,26JURYD6700Y1ZU,02-09-2025,625592,0,0,112606.56,112606.56
INV-6572,28SKIJJ5641M1ZL,35OJJPX0292M1ZL,26-10-2025,722393,0,0,130030.74,130030.74
INV-6573,20QFFHN7621D1ZA,22SMMFE8005F1ZE,12-10-2025,889380,0,0,160088.4,160088.4
INV-6574,11FATAH4797C1ZF,14SMXLB1455V1ZZ,27-09-2025,893020,0,0,160743.6,160743.6
INV-6575,25MDWAY4696B1ZD,02QGMCY4236X1ZW,27-09-2025,280204,0,0,50436.72,50436.72
INV-6576,02PDJVP7634L1ZN,15PGACU1846F1ZM,10-11-2025,540669,0,0,97320.42,97320.42
INV-6577,33CEPRG1825T1ZC,36OGHIS7867O1ZZ,22-09-2025,786043,0,0,141487.74,141487.74
INV-6578,04MXBHA0165G1ZF,20EGVKX3719X1ZC,09-12-2025,863402,0,0,155412.36,155412.36
INV-6579,04WDERP3542R1ZA,28JJHJZ8074N1ZZ,28-09-2025,305798,0,0,55043.64,55043.64
INV-6580,10ROEBN7181A1ZY,32COLPC4200X1ZI,05-01-2026,703988,0,0,126717.84,126717.84
INV-6581,24RTYKT1404N1ZI,30URHFU6941V1ZB,08-11-2025,447199,0,0,80495.82,80495.82
INV-6582,13BJPBB8562G1ZK,19HPLRJ0839I1ZU,25-01-2026,143755,0,0,25875.9,25875.9
INV-6583,22YTNUD8896E1ZG,12MKOGG4929P1ZG,24-12-2025,629160,0,0,113248.8,113248.8
INV-6584,13ZETAS9984W1ZS,25WOJRT9700I1ZG,25-01-2026,116356,0,0,20944.08,20944.08
INV-6585,19AHHWB2275Z1ZG,28CTVOP5313V1ZY,10-10-2025,763507,0,0,137431.26,137431.26
INV-6586,31UJPTT6014H1ZC,15PGACU1846F1ZM,14-10-2025,989957,0,0,178192.26,178192.26
INV-6587,05OAYVM5936M1ZB,16ABUMP3010T1ZK,11-09-2025,88255,0,0,15885.9,15885.9
INV-6588,35WRYZK4650V1ZL,02PDJVP7634L1ZN,05-12-2025,119397,0,0,21491.46,21491.46
INV-6589,24JKLOZ6878R1ZN,03LRWGB4577E1ZQ,03-12-2025,599703,0,0,107946.54,107946.54
INV-6590,06BKSMK4513C1ZO,37YCAID6479X1ZX,26-02-2026,27074,0,0,4873.32,4873.32
INV-6591,37DZXIO2158E1ZJ,26PRCLW1234K1ZY,05-09-2025,201315,0,0,36236.7,36236.7
INV-6592,11ZVDLZ4968I1ZK,31UPTFL7002D1ZC,02-09-2025,787322,0,0,141717.96,141717.96
INV-6593,22EHZFQ9082I1ZB,16ATMZP3442V1ZP,23-01-2026,181283,0,0,32630.94,32630.94
INV-6594,30AERUX1433Y1ZD,10EVUVE4462O1ZT,29-09-2025,866288,0,0,155931.84,155931.84
INV-6595,30VRLYP0969K1ZX,35AVCWT8752Z1ZZ,12-12-2025,747357,0,0,134524.26,134524.26
INV-6596,24VAZPV6967H1ZI,14RMGAC1549Y1ZQ,14-01-2026,324752,0,0,58455.36,58455.36
INV-6597,14LIUTB7917P1ZQ,10VYYJE5725D1ZS,17-09-2025,984278,0,0,177170.04,177170.04
INV-6598,20JPFRF1837S1ZH,11ILMUQ1637G1ZO,01-11-2025,427009,0,0,76861.62,76861.62
INV-6599,34DIBWW3817X1ZJ,37REJJA6891P1ZD,25-10-2025,739896,0,0,133181.28,133181.28
INV-6600,34MOXDD4553Y1ZO,05JLNVM5884L1ZZ,22-10-2025,548330,0,0,98699.4,98699.4
INV-6601,09ZQYNS3134S1ZV,05QMSQD0091H1ZR,26-01-2026,963148,0,0,173366.64,173366.64
INV-6602,30BVMNQ5720L1ZH,36KIHLW7654N1ZE,16-09-2025,561403,0,0,101052.54,101052.54
INV-6603,07FVWTL8060W1ZK,16ABUMP3010T1ZK,13-02-2026,516544,0,0,92977.92,92977.92
INV-6604,13MEKIT6973I1ZZ,05ROKNM5636D1ZD,15-12-2025,583209,0,0,104977.62,104977.62
INV-6605,19GIXCD3124K1ZR,24DUGXU0820W1ZS,15-02-2026,557520,0,0,100353.6,100353.6
INV-6606,26NQNKS0562J1ZC,37DZXIO2158E1ZJ,07-01-2026,90777,0,0,16339.86,16339.86
INV-6607,25XVAOH1860M1ZQ,03RVHXB4166W1ZW,03-10-2025,277825,0,0,50008.5,50008.5
INV-6608,30QHQEA0511I1ZE,24GJXEK3626W1ZD,11-12-2025,430283,0,0,77450.94,77450.94
INV-6609,09QPAGU3964M1ZL,20QFFHN7621D1ZA,27-09-2025,612883,0,0,110318.94,110318.94
INV-6610,11PGISE1309T1ZV,04UHUTO6022Y1ZM,20-12-2025,922093,0,0,165976.74,165976.74
INV-6611,33JMOJG1572Q1ZA,04FXWBG6219S1ZS,07-09-2025,799617,0,0,143931.06,143931.06
INV-6612,25EGGDE2273H1ZX,07TFIVZ2570F1ZP,05-09-2025,459190,0,0,82654.2,82654.2
INV-6613,26MXGQK3310O1ZO,21QSPKX7975O1ZN,05-10-2025,292422,0,0,52635.96,52635.96
INV-6614,30NOLJE6582Q1ZI,08SGMYQ9249Y1ZY,09-01-2026,415610,0,0,74809.8,74809.8
INV-6615,13UORYV7784C1ZD,28KWWFQ6073J1ZQ,28-12-2025,577884,0,0,104019.12,104019.12
INV-6616,30VRLYP0969K1ZX,36FQOFP8086K1ZI,22-09-2025,907912,0,0,163424.16,163424.16
INV-6617,08BIDGE5033L1ZO,15QYSPP2554L1ZZ,19-01-2026,476379,0,0,85748.22,85748.22
INV-6618,01XAFDY6472D1ZB,36LJHUT2399Y1ZG,28-01-2026,853039,0,0,153547.02,153547.02
INV-6619,30JVWFR3207L1ZU,30WTALU8473O1ZW,12-02-2026,579380,0,0,104288.4,104288.4
INV-6620,31XAWLF5211T1ZW,24CPVAN3439D1ZG,13-11-2025,157543,0,0,28357.74,28357.74
INV-6621,30SLTZH8544X1ZS,10NKQVR0678B1ZH,25-01-2026,430244,0,0,77443.92,77443.92
INV-6622,24PSBFH0212U1ZL,19AHHWB2275Z1ZG,07-12-2025,449033,0,0,80825.94,80825.94
INV-6623,16HZLJV4972Z1ZX,26ZNDLD4290X1ZB,04-11-2025,344134,0,0,61944.12,61944.12
INV-6624,37FQTGB7390V1ZN,05GISRT5596K1ZQ,18-12-2025,436090,0,0,78496.2,78496.2
INV-6625,37FZETA7927W1ZC,03ADQIX9273K1ZF,17-10-2025,707837,0,0,127410.66,127410.66
INV-6626,12QUDKQ3015Y1ZU,01YAOQS0373X1ZX,06-12-2025,348138,0,0,62664.84,62664.84
INV-6627,14OOHYU5138R1ZO,20NKKQO9338S1ZN,24-10-2025,385887,0,0,69459.66,69459.66
INV-6628,32KVMCA7225F1ZY,19AHHWB2275Z1ZG,24-12-2025,190510,0,0,34291.8,34291.8
INV-6629,30HNQPA9985T1ZT,19DSYYK9906Z1ZT,26-02-2026,297936,0,0,53628.48,53628.48
